photo_id,accuracy,photo_url,datetaken,title,latitude,longitude,tags
48111122572,12,https://live.staticflickr.com/65535/48111122572_74ed4ebc0a_c.jpg,2016-04-30 00:00:00,Yungang Grottoes（云冈石窟）, Shanxin Province, China,40.110507,113.125362,xpan china 胶片 film landscape 云冈石窟 石窟 buddism 大同 山西 architecture
48107588961,14,https://live.staticflickr.com/65535/48107588961_1878f0965c_c.jpg,2016-05-01 00:00:00,悬空寺（The Hanging Temple, Shanxi Province, China),39.659561,113.708453,xpan china shanxi 胶片 film 悬空寺 landscape 大同 山西 buddism
48106320786,14,https://live.staticflickr.com/65535/48106320786_be8906d7ec_c.jpg,2016-05-01 00:00:00,悬空寺（The Hanging Temple, Shanxi Province, China),39.659429,113.708238,xpan temple china 胶片 film landscape 山西 悬空寺 大同 buddism
32696669148,16,https://live.staticflickr.com/7861/32696669148_5715521e74_c.jpg,2018-03-31 18:21:39,PEK2FR | On the way to Datong,40.548652,115.080680,roadtrip vw 2018 中华人民共和国 中国 chine cn2de datong 大同 山西 晋 shanxi prc zhōngguó cn pek2fr janmartinorg ctrek 大众 janmartin china asien asia
29092314744,15,https://live.staticflickr.com/8024/29092314744_4071496edc_c.jpg,2016-08-28 11:12:27,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29427613120,15,https://live.staticflickr.com/8425/29427613120_152fb8d283_c.jpg,2016-08-28 10:28:27,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29092177274,15,https://live.staticflickr.com/8094/29092177274_341ef8c3c5_c.jpg,2016-08-28 10:23:22,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29718633585,15,https://live.staticflickr.com/8338/29718633585_924edac827_c.jpg,2016-08-28 10:15:44,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29683247636,15,https://live.staticflickr.com/8052/29683247636_f9a6f7837f_c.jpg,2016-08-28 10:14:04,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29092046944,15,https://live.staticflickr.com/8532/29092046944_2b4bb79ce4_c.jpg,2016-08-28 10:06:13,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29637471861,15,https://live.staticflickr.com/8283/29637471861_c5692d1cce_c.jpg,2016-08-28 09:58:10,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29607456522,15,https://live.staticflickr.com/8750/29607456522_15f92b4117_c.jpg,2016-08-28 09:52:13,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29718470365,15,https://live.staticflickr.com/8505/29718470365_85c8e1a1a7_c.jpg,2016-08-28 09:51:15,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29093807373,15,https://live.staticflickr.com/8221/29093807373_64529c6ef5_c.jpg,2016-08-28 09:48:26,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29427230520,15,https://live.staticflickr.com/8435/29427230520_28961e50c9_c.jpg,2016-08-28 09:47:52,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
29427209180,15,https://live.staticflickr.com/8033/29427209180_5c4cbefce7_c.jpg,2016-08-28 09:46:41,China | Datong,40.108139,113.131778,中华人民共和国 prc 中国 asien asia zhōngguó 2016 chine datong 大同 山西 晋 shanxi cn china
26262625206,12,https://live.staticflickr.com/1642/26262625206_8b8fb22384_c.jpg,2016-04-02 19:36:40,土林日落,40.071240,113.403282,april 四月 大同 大同土林 土林 datong shanxi 山西 sunset 日落 vm40 voigtlander 福伦达 a7ii a7m2 春 spring
24650038782,16,https://live.staticflickr.com/1656/24650038782_f5946e732a_c.jpg,2015-11-11 13:51:58,IMG_6542,39.835791,116.394477,china 大同 datong sanxi 山西
24140992773,16,https://live.staticflickr.com/1697/24140992773_c1a0791720_c.jpg,2015-11-10 12:53:05,IMG_6532,40.087466,113.276977,china 大同 datong sanxi 山西
24650035132,16,https://live.staticflickr.com/1525/24650035132_242f5fbbd0_c.jpg,2015-11-10 11:11:23,IMG_6531,40.091458,113.290352,china wood 大同 datong sanxi 山西
24650034162,16,https://live.staticflickr.com/1613/24650034162_275336c3fb_c.jpg,2015-11-10 11:07:31,IMG_6527,40.092030,113.289366,china snow temple 大同 datong sanxi 山西 華嚴寺 huayen
24139681444,16,https://live.staticflickr.com/1619/24139681444_8bf938b86a_c.jpg,2015-11-10 10:41:58,IMG_6517,40.091502,113.290116,china temple 大同 datong sanxi 山西 華嚴寺 huayen
24650031122,16,https://live.staticflickr.com/1651/24650031122_33182baf96_c.jpg,2015-11-10 10:41:54,IMG_6516,40.091502,113.290116,china temple 大同 datong sanxi 山西 華嚴寺 huayen
24139677984,16,https://live.staticflickr.com/1685/24139677984_a5e96e46a6_c.jpg,2015-11-10 10:41:46,IMG_6515,40.091491,113.290116,china temple 大同 datong sanxi 山西 華嚴寺 huayen
24674335171,16,https://live.staticflickr.com/1615/24674335171_12b4efcbd3_c.jpg,2015-11-10 10:41:32,IMG_6514,40.091533,113.290152,china temple 大同 datong sanxi 山西 華嚴寺 huayen
24139674104,16,https://live.staticflickr.com/1549/24139674104_5d7bb52251_c.jpg,2015-11-10 10:40:59,IMG_6512,40.091800,113.290086,china temple 大同 datong sanxi 山西 華嚴寺 huayen
